COMPANY_CODE;RECEIVE_NUMBER;LINE_NUMBER;ORDER_LINE_NUMBER;UNIT_PRICE;SPECIAL_INST_PRICE;METS_PRICE;CUT_EDGE_PRICE;JOB_INST_PRICE;MOUNT_PRICE;DISCOUNT_AMOUNT;SPECIAL_INST_DISC_AMOUNT;MOUNT_DISC_AMOUNT;METS_DISC_AMOUNT;CUT_EDGE_DISC_AMOUNT;JOB_INST_DISC_AMOUNT;METS_DISC_RATE;CUT_EDGE_DISC_RATE;JOB_INST_DISC_RATE;MOUNT_DISC_RATE;COMPLETE_FRAME_PRICE;COMPLETE_FRAME_DISC_AMOUNT;COMPLETE_FRAME_DISC_RATE;TAX_RATE;TAX_AMOUNT
AB31;24979471;2;2;290.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24979472;1;1;6400.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24979472;2;2;6400.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979474;1;1;4900.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979474;2;2;4900.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979475;1;1;1350.00;0.00;0.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979475;2;2;1350.00;0.00;0.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979476;1;1;11100.00;0.00;0.00;0.00;0.00;450.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979476;2;2;11100.00;0.00;0.00;0.00;0.00;450.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979477;1;1;6774.00;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979477;2;2;6774.00;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451320;1;1;20350.00;0.00;0.00;0.00;0.00;0.00;10175.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451320;2;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979479;1;1;2100.00;0.00;0.00;0.00;0.00;0.00;755.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979479;2;2;2100.00;0.00;0.00;0.00;0.00;0.00;755.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979480;1;1;1100.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979480;2;2;1100.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979481;1;1;17050.00;0.00;0.00;0.00;0.00;0.00;4721.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979481;2;2;17050.00;0.00;0.00;0.00;0.00;0.00;4721.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979482;1;1;3415.00;0.00;0.00;0.00;0.00;450.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979482;2;2;3415.00;0.00;0.00;0.00;0.00;450.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979483;1;1;500.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979483;2;2;500.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451321;1;1;8240.00;0.00;0.00;0.00;0.00;650.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451321;2;2;8240.00;0.00;0.00;0.00;0.00;650.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979484;1;1;11400.00;0.00;0.00;0.00;0.00;360.00;4981.00;0.00;72.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979484;2;2;11400.00;0.00;0.00;0.00;0.00;360.00;4981.00;0.00;72.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979485;1;1;1350.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979485;2;2;1350.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451322;1;1;2376.00;0.00;0.00;0.00;0.00;575.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451322;2;2;2376.00;0.00;0.00;0.00;0.00;575.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979486;1;1;9500.00;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979486;2;2;9500.00;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979487;1;1;2850.00;0.00;0.00;251.00;0.00;974.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979487;2;2;2850.00;0.00;0.00;251.00;0.00;974.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979488;1;1;6700.00;0.00;0.00;0.00;0.00;360.00;1508.00;0.00;72.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979488;2;2;6700.00;0.00;0.00;0.00;0.00;360.00;1508.00;0.00;72.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451323;1;1;2500.00;0.00;0.00;0.00;0.00;1200.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451323;2;2;2500.00;0.00;0.00;0.00;0.00;1200.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979489;1;1;15837.00;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979489;2;2;15837.00;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979473;1;1;1524.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979473;2;2;1524.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979478;1;1;2000.00;0.00;0.00;0.00;0.00;0.00;1620.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979478;2;2;2000.00;0.00;0.00;0.00;0.00;0.00;1620.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979710;1;1;655.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979710;2;2;655.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451400;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;11451400;2;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979711;1;1;1800.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979711;2;2;1800.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979712;1;1;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979712;2;2;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979713;1;1;3300.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979713;2;2;3300.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979714;1;1;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979714;2;2;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979715;1;1;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979715;2;2;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979716;1;1;4850.00;0.00;0.00;120.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979716;2;2;4850.00;0.00;0.00;120.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979717;1;1;3007.00;0.00;0.00;120.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979717;2;2;3007.00;0.00;0.00;120.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979718;1;1;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979718;2;2;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979719;1;1;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979719;2;2;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979720;1;1;770.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979720;2;2;770.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451401;1;1;2750.00;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;11451401;2;2;2750.00;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979721;1;1;100.00;0.00;0.00;300.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979721;2;2;100.00;0.00;0.00;300.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979722;1;1;770.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979722;2;2;770.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979723;1;1;1257.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979723;2;2;1257.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979724;1;1;3350.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979724;2;2;3350.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979725;1;1;770.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979725;2;2;770.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979726;1;1;1048.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979726;2;2;1048.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979727;1;1;2400.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979727;2;2;2400.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979728;1;1;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979728;2;2;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979729;1;1;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979729;2;2;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979730;1;1;1048.00;0.00;0.00;0.00;0.00;800.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979730;2;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979731;1;1;2231.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979731;2;2;2231.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979732;1;1;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979732;2;2;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979733;1;1;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979733;2;2;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979734;1;1;3424.00;0.00;0.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979734;2;2;3424.00;0.00;0.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979735;1;1;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979735;2;2;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979736;1;1;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979736;2;2;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979737;1;1;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979737;2;2;125.00;0.00;0.00;120.00;0.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979738;1;1;1964.00;0.00;0.00;120.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979738;2;2;1964.00;0.00;0.00;120.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979739;1;1;1964.00;0.00;0.00;120.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979739;2;2;1964.00;0.00;0.00;120.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979740;1;1;3135.00;0.00;0.00;120.00;0.00;280.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979740;2;2;3135.00;0.00;0.00;120.00;0.00;280.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979742;1;1;6300.00;0.00;0.00;300.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979742;2;2;6300.00;0.00;0.00;300.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979743;1;1;8250.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979743;2;2;8250.00;0.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24979744;1;1;21600.00;0.00;0.00;0.00;0.00;700.00;6823.00;0.00;140.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB37;24979744;2;2;21600.00;0.00;0.00;0.00;0.00;700.00;6823.00;0.00;140.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979745;1;1;1750.00;0.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979745;2;2;1750.00;0.00;0.00;200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979746;1;1;290.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979746;2;2;290.00;0.00;0.00;251.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979748;1;1;100.00;0.00;0.00;300.00;0.00;200.00;100.00;0.00;200.00;0.00;300.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
AB31;24979748;2;2;100.00;0.00;0.00;300.00;0.00;200.00;100.00;0.00;200.00;0.00;300.00;0.00;0;0;0;0;0.00;0.00;0;0;0.00
